ticket_id,subject,ticket_text,category,sentiment,priority,customer_age_days,previous_tickets,channel
TKT-00185,The product stopped working after just two weeks of use.,"The product stopped working after just two weeks of use. No rush, but please help when you get a chance.",Product & Service,low,Low,1490,9,Web Form
TKT-00186,I was charged twice for my subscription this month.,I was charged twice for my subscription this month. This is not urgent but I would like it resolved.,Billing & Payments,low,Low,874,3,Web Form
TKT-00187,The tracking number provided is not working on the courier w...,"The tracking number provided is not working on the courier website. Whenever possible, please assist with this.",Shipping & Delivery,low,Low,1246,4,Email
TKT-00188,My data is not syncing across devices.,My data is not syncing across devices. Please let me know how to proceed.,Technical Support,normal,Medium,1124,10,Web Form
TKT-00189,The product manual is missing from the package.,The product manual is missing from the package. Please let me know how to proceed.,Product & Service,normal,Medium,1240,13,Email
TKT-00190,Can I get a prorated refund for unused days after cancellati...,Can I get a prorated refund for unused days after cancellation? Please let me know how to proceed.,Billing & Payments,normal,Medium,1477,6,Web Form
TKT-00191,Can I pick up my order from a local store instead of home de...,Can I pick up my order from a local store instead of home delivery? This is a critical issue affecting my business operations.,Shipping & Delivery,urgent,High,1695,14,Web Form
TKT-00192,The courier attempted delivery but I was not home. How do I ...,The courier attempted delivery but I was not home. How do I reschedule? URGENT: Please respond immediately.,Shipping & Delivery,urgent,High,641,8,Phone
TKT-00193,The API integration is returning authentication errors.,"The API integration is returning authentication errors. No rush, but please help when you get a chance.",Technical Support,low,Low,187,2,Email
TKT-00194,The tracking number provided is not working on the courier w...,The tracking number provided is not working on the courier website. Kindly help me resolve this issue.,Shipping & Delivery,normal,Medium,1663,4,Email
TKT-00195,The product manual is missing from the package.,The product manual is missing from the package. Please look into this at your earliest convenience.,Product & Service,normal,Medium,842,11,Web Form
TKT-00196,I cancelled my plan but still got billed. Please help.,I cancelled my plan but still got billed. Please help. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,213,6,Chat
TKT-00197,My package was marked as delivered but I never received it.,"My package was marked as delivered but I never received it. Whenever possible, please assist with this.",Shipping & Delivery,low,Low,1732,11,Email
TKT-00198,Please remove the old payment method from my account.,Please remove the old payment method from my account. URGENT: Please respond immediately.,Account Management,urgent,High,1731,0,Phone
TKT-00199,I need a refund for the duplicate transaction on my account.,I need a refund for the duplicate transaction on my account. Kindly help me resolve this issue.,Billing & Payments,normal,Medium,696,11,Email
TKT-00200,The search feature is not returning relevant results.,The search feature is not returning relevant results. URGENT: Please respond immediately.,Technical Support,urgent,High,143,4,Email
TKT-00201,My bank says the transaction was declined but I see a charge...,My bank says the transaction was declined but I see a charge. Looking forward to your assistance.,Billing & Payments,normal,Medium,860,14,Phone
TKT-00202,The mobile app is not working after the latest update.,The mobile app is not working after the latest update. Kindly help me resolve this issue.,Technical Support,normal,Medium,1591,2,Email
TKT-00203,The website is loading very slowly on my browser.,The website is loading very slowly on my browser. Please look into this at your earliest convenience.,Technical Support,normal,Medium,1381,2,Phone
TKT-00204,My order was split into two shipments but I only received on...,My order was split into two shipments but I only received one. Please let me know how to proceed.,Shipping & Delivery,normal,Medium,906,13,Phone
TKT-00205,I cannot reset my password. The reset email never arrives.,I cannot reset my password. The reset email never arrives. Kindly help me resolve this issue.,Technical Support,normal,Medium,881,3,Phone
TKT-00206,I want to request a feature that is currently not available.,I want to request a feature that is currently not available. Kindly help me resolve this issue.,Product & Service,normal,Medium,94,7,Web Form
TKT-00207,The product I received does not match the description on the...,The product I received does not match the description on the website. This is a critical issue affecting my business operations.,Product & Service,urgent,High,433,4,Phone
TKT-00208,My account was hacked. Please help me secure it immediately.,My account was hacked. Please help me secure it immediately. URGENT: Please respond immediately.,Account Management,urgent,High,1530,13,Chat
TKT-00209,I am unable to upload files. It shows an error every time.,I am unable to upload files. It shows an error every time. I would appreciate a response soon.,Technical Support,normal,Medium,1025,11,Email
TKT-00210,My return shipment has not been received by your warehouse.,My return shipment has not been received by your warehouse. Looking forward to your assistance.,Shipping & Delivery,normal,Medium,39,14,Email
TKT-00211,Please remove the old payment method from my account.,Please remove the old payment method from my account. Looking forward to your assistance.,Account Management,normal,Medium,1454,13,Phone
TKT-00212,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. This is a critical issue affecting my business operations.,Billing & Payments,urgent,High,352,14,Phone
TKT-00213,I need a copy of my last 3 invoices for tax purposes.,I need a copy of my last 3 invoices for tax purposes. Just wanted to bring this to your attention.,Billing & Payments,low,Low,893,12,Email
